CURR_ID,CURR_NAME,CURR_NAME_EN,UNIV_NAME_TH,LEV_NAME_TH,COST_PER_YEAR
25491721109387,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษเพื่อการสื่อสารทางธุรกิจ (หลักสูตรนานาชาติ),Bachelor of Arts Program in English for Business Communication (International Program),มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,47200
25551991105031,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และหุ่นยนต์,Bachelor of Engineering Program in Mechatronics and Robotics Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,34680
25641994002039,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์อุปกรณ์การแพทย์,Bachelor of Science Program in Medical Instrumentation Physics,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,99037
25521991107726,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการ,"Bachelor of Engineering	Program in Metallurgical Engineering",มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,82334
25601994001089,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,46111
25621994002026,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องจักรกลเกษตร,Bachelor of Engineering  Program in Agricultural Machinery Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,51713
25621996002401,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมโยธา,Master of Engineering Program in Civil Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาโท,178606
25631994001994,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสมัยใหม่ทางอุตสาหกรรมอ้อยและน้ำตาล (ต่อเนื่อง),Bachelor of Engineering  Program in Modern Technology of Sugarcane and  Sugar Industry (Continuing Program),มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,104040
25581996000178,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Master of Engineering  Program in Electrical Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาโท,160827
25631994001509,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมแปรรูปอาหารและผลิตผลการเกษตร,Bachelor of Engineering Program in Processing Engineering of Food and Agricultural Products,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,37275
25340021100178,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวนศาสตร์,Doctor of Philosophy Program in Forestry,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,190000
25540021103049,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาอุทยาน นันทนาการ และการท่องเที่ยว,"Doctor of Philosophy Program in Parks, Recreation, and Tourism",มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,197800
25440021100607,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวนศาสตร์เขตร้อน   (หลักสูตรนานาชาติ),Master of Science Program in Tropical Forestry (International Program),มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,100000
25230021100121,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการจัดการลุ่มน้ำและสิ่งแวดล้อมป่าไม้,Master of Science Program in Watershed and Forest Environmental Management,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,97500
25230021100108,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีอุตสาหกรรมไม้และกระดาษ,Master of Science Program in Wood and Paper Industrial Technology,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,145000
25430021100235,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวนศาสตร์,Bachelor of Science Program in Forestry,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,32000
25230021100119,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวนวัฒนวิทยา,Master of Science Program in Silviculture,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,40000
25420021100774,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการบริหารทรัพยากรป่าไม้และสิ่งแวดล้อม,Master of Science Program in Forest Resource and Environmental Administration,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,98860
25230021100029,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการจัดการทรัพยากรป่าไม้,Master of Science Program in Forest Resource Management,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,55950
25340021100178,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวนศาสตร์,Doctor of Philosophy Program in Forestry,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,233333
25420021100763,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาอุทยาน นันทนาการ และการท่องเที่ยว,"Master of Science Program in Parks, Recreation, and Tourism",มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,59950
25430021100235,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวนศาสตร์,Bachelor of Science Program in Forestry,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,27428
25230021100119,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวนศาสตร์,Master of Science Program in Forestry,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,140000
25230021100097,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาศาสตร์ชีวภาพป่าไม้,Master of Science Program in Forest Biological Science,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,38666
25420021100774,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการบริหารทรัพยากรป่าไม้และสิ่งแวดล้อม,Master of Science Program in Forest Resource and Environmental Administration,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,71000
25500231104905,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,Bachelor of Science Program in Environmental Science and Technology,มหาวิทยาลัยวลัยลักษณ์,ปริญญาตรี,125333
25490231105062,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,มหาวิทยาลัยวลัยลักษณ์,ปริญญาตรี,126000
25530231100599,หลักสูตรปรัชญาดุษฏีบัณฑิต สาขาวิศวกรรมโยธาและสิ่งแวดล้อม,Doctor of Philosophy Program in Civil and Environmental Engineering,มหาวิทยาลัยวลัยลักษณ์,ปริญญาเอก,45000
25530231100601,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิศวกรรมโยธาและสิ่งแวดล้อม,Master of Engineering Program in Civil and Environmental Engineering,มหาวิทยาลัยวลัยลักษณ์,ปริญญาโท,45000
25530101104656,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการจัดการทรัพยากรทะเลและชายฝั่ง,Master of Science Program in Marine and Coastal Resources Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาโท,65714
25530101104667,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการทรัพยากรทะเลและชายฝั่ง,Doctor of Philosophy Program in Marine and Coastal Resources Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาเอก,131429
25450101109817,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการสิ่งแวดล้อม,Doctor of Philosophy Program in Environmental Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาเอก,471400
25450101109817,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการสิ่งแวดล้อม,Doctor of Philosophy Program in Environmental Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาเอก,471400
25500101106093,หลักสูตรนิเทศศาสตรบัณฑิต,Bachelor of Communication Arts Program,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,44668
25510101110741,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสารเพื่อการจัดการ,Bachelor of Science Program in Information and Communication Technology for Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,44000
25500101106093,หลักสูตรนิเทศศาสตรบัณฑิต,Bachelor of Communication Arts Program,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,83667
25480101106056,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานวัตกรรมการออกแบบสื่อ,Bachelor of Arts Program in Media Design Innovation,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,83667
25510101110741,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคอมพิวเตอร์และวิทยาการสารสนเทศเพื่อการจัดการ,Bachelor of Science Program in Computer and Informatics for Management,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,66887
25610234000308,หลักสูตรบริหารธุรกิจบัณฑิต (หลักสูตรนานาชาติ),Bachelor of Business Administration Program (International Program),มหาวิทยาลัยวลัยลักษณ์,ปริญญาตรี,103333
25581401100398,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่,Bachelor  of Business Administration  Program in Modern Trade Business Management,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,24000
25481401103839,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาบริหารธุรกิจ,Bachelor of Business Administration Program in Business Administration,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,6850
25581401100398,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่,Bachelor  of Business Administration  Program in Modern Trade Business Management,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,24000
25561401108955,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ,Bachelor of Business Administration Program in Business Computer,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,16500
25481401103806,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด,Bachelor of Business Administration Program in Marketing,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,34153
25481401103828,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy Program,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,30127
25481401103828,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy Program,มหาวิทยาลัยกาฬสินธุ์,ปริญญาตรี,30127
25511401110965,หลักสูตรบริหารธุรกิจมหาบัณฑิต,Master of Business Administration Program,มหาวิทยาลัยกาฬสินธุ์,ปริญญาโท,30000
25522191100401,หลักสูตรศึกษาศาสตรบัณฑิต  สาขาวิชาดนตรีศึกษา (4 ปี),Bachelor of Education Program in Music Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,73633
25622191100331,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชานาฏศิลป์ศึกษา (4 ปี),Bachelor of Education Program in Drama Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,73967
25522191100401,หลักสูตรศึกษาศาสตรบัณฑิต  สาขาวิชาดนตรีศึกษา (4 ปี),Bachelor of Education Program in Music Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,73633
25622191100397,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชานาฏศิลป์ศึกษา (4 ปี),Bachelor of Education Program in Drama Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,76250
25522191100399,หลักสูตรศึกษาศาสตรบัณฑิต  สาขาวิชาดนตรีศึกษา (4 ปี),Bachelor of Education Program in Music Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,79583
25622191100397,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชานาฏศิลป์ศึกษา (4 ปี),Bachelor of Education Program in Drama Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,76250
25522191100399,หลักสูตรศึกษาศาสตรบัณฑิต  สาขาวิชาดนตรีศึกษา (4 ปี),Bachelor of Education Program in Music Education,สถาบันบัณฑิตพัฒนศิลป์,ปริญญาตรี,79583
25551851106069,หลักสูตรพุทธศาสตรมหาบัณฑิต สาขาวิชาภาษาอังกฤษ  (หลักสูตรนานาชาติ),Master of Arts Program in English (International Program),มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาโท,60000
25610571600108,หลักสูตรศึกษาศาสตรมหาบัณฑิต  สาขาวิชาการบริหารการศึกษา  (หลักสูตรภาษาจีน),Master of Education Program in Educational Administration (Chinese Program),มหาวิทยาลัยเกริก,ปริญญาโท,100000
25610571600069,หลักสูตรศึกษาศาสตรดุษฎีบัณฑิต  สาขาวิชาการบริหารการศึกษา (หลักสูตรภาษาจีน),Doctor of Philosophy Program in Educational Administration (Chinese Program),มหาวิทยาลัยเกริก,ปริญญาเอก,267000
25610571600063,หลักสูตรบริหารธุรกิจดุษฎีบัณฑิต (หลักสูตรภาษาจีน),Doctor of Business Administration (Chinese Program),มหาวิทยาลัยเกริก,ปริญญาเอก,800000
25592501100036,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่ (หลักสูตรนานาชาติ),Bachelor  of Business Administration Program in Modern Trade Business Management (International Program),สถาบันการจัดการปัญญาภิวัฒน์,ปริญญาตรี,65138
25500061102072,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Business Economics (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,162147
25510061103636,หลักสูตรการจัดการบัณฑิต สาขาวิชาการจัดการการบริการนานาชาติ (หลักสูตรนานาชาติ),Bachelor of Management Program in International Hospitality Management (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,110760
25450061100783,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจระหว่างประเทศ (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in International Business (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,150616
25290061100177,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาความสัมพันธ์ระหว่างประเทศและกิจการทั่วโลก  (หลักสูตรนานาชาติ),Bachelor of Arts in International Relations and Global Affairs (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,201515
25520061100735,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาการออกแบบนิเทศศิลป์ (หลักสูตรนานาชาติ),Bachelor of Fine Arts Program in Communication Design (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,297919
25520061103841,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ชีวภาพ (หลักสูตรนานาชาติ),Bachelor of Science Program in Biological Sciences (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,158709
25450061100862,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงิน (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Finance (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,162566
25450061100772,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Marketing (International Program),มหาวิทยาลัยมหิดล,ปริญญาตรี,150254
25551661102751,หลักสูตรครุศาสตรมหาบัณฑิต สาขาวิชาคณิตศาสตร์ศึกษา(หลักสูตรนานาชาติ),Master of Education Program in Mathematics Education (International Program),มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาโท,208800
25500142211815,หลักสูตรวิทยาศาสตรมหาบัณฑิตและวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมชีวภาพ,Master of Science and Master of Engineering Program in Biological Engineering,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาโท,156217
25340181100668,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,มหาวิทยาลัยอุบลราชธานี,ปริญญาตรี,81759
25481921104449,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,ปริญญาตรี,305833
25570191103841,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวิศวกรรมโยธา,Doctor of Philosophy Program in Civil Engineering,มหาวิทยาลัยบูรพา,ปริญญาเอก,60000
25560198000011,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Doctor of Philosophy Program in Mechanical Engineering,มหาวิทยาลัยบูรพา,ปริญญาเอก,60000
25490141111294,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Master of Engineering Program in Electrical Engineering,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาโท,177390
25430141100374,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาตรี,131069
25520141104907,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Civil Engineering (International Program),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาตรี,136870
25481921104293,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,ปริญญาตรี,147025
25611921100088,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการผลิตความแม่นยำสูง,Bachelor of Engineering Program in High Precision  Manufacturing Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,ปริญญาตรี,229375
25530191100538,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Master of Engineering Program in Mechanical Engineering,มหาวิทยาลัยบูรพา,ปริญญาโท,60000
25550191106223,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมชีวภาพ  สิ่งแวดล้อม และวัสดุ,"Master of Engineering Program in Biological, Environmental and Materials  Engineering",มหาวิทยาลัยบูรพา,ปริญญาโท,60000
25510141104759,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Environmental Engineering (International Program),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาตรี,137329
25480141103913,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor  of Engineering Program in Computer Engineering,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาตรี,130094
25400051100134,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,มหาวิทยาลัยธรรมศาสตร์,ปริญญาตรี,174873
25510541102357,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาการออกแบบอินเทอร์แอคทีฟและเกม,Bachelor of Fine and Applied Arts Program in Interactive and Game Design,มหาวิทยาลัยศรีปทุม,ปริญญาตรี,90000
25510101105205,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการคอมพิวเตอร์,Bachelor of Science Program in Computing,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,48921
25480101103751,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมดิจิทัล (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Digital Engineering (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,115887
25520101105713,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธุรกิจดิจิทัล (หลักสูตรนานาชาติ),Bachelor of Science Program in Digital Business (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,64150
25570101103097,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการคอมพิวเตอร์ (หลักสูตรนานาชาติ),Master of Science Program in Computing (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาโท,148483
25570101103097,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการคอมพิวเตอร์ (หลักสูตรนานาชาติ),Master of Science Program in Computing (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาโท,148483
25520101105713,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธุรกิจดิจิทัล (หลักสูตรนานาชาติ),Bachelor of Science Program in Digital Business (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,64150
25520101105713,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธุรกิจดิจิทัล (หลักสูตรนานาชาติ),Bachelor of Science Program in Digital Business (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,64150
25592901102066,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการผลิตสัตว์ (ต่อเนื่อง),Bachelor of Technology Program in Animal Production Technology (continuing Program),สถาบันการอาชีวศึกษาเกษตรภาคตะวันออกเฉียงเหนือ,ปริญญาตรี,18500
25572781104592,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ (ต่อเนื่อง),ฺBachelor of Technology Program in Information Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25582781102602,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีอิเล็กทรอนิกส์ (ต่อเนื่อง),Bachelor of Technology Program in Electronics Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25572781104557,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีโยธา (ต่อเนื่อง),Bachelor of Technology Program in Civil Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25572781104579,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการผลิต (ต่อเนื่อง),Bachelor of Technology Program in Production Technology (Continuing  Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25572781104568,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีเครื่องกล (ต่อเนื่อง),Bachelor of  Technology Program in Mechanical Technology (Continuing  Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25572781104625,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีไฟฟ้า (ต่อเนื่อง),Bachelor of Technology Program in Electrical Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,38000
25631994002218,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,44603
25631994001498,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโทรคมนาคม,Bachelor of Engineering Program in Telecommunication Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,51861
25631994000756,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,ฺBechelor of Science Program in Chemistry,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,71679
25631994000802,"หลักสูตรวิศวกรรมศาสตรบัณฑิต 	สาขาวิชาวิศวกรรมเครื่องกลการผลิต",Bachelor of Engineering Program in Mechanical-Manufacturing Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,72543
25631994000249,หลักสูตรวิศวกรรมศาสตรบัณฑิต  สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์อัจฉริยะ (ต่อเนื่อง),Bachelor of Engineering Program in Smart Electronics  Engineering (Continuing Program),มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,84791
25581996003471,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Master of Engineering Program in Mechanical Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาโท,172980
25611994001384,หลักสูตรวิศวกรรมศาสตรบัณฑิต  สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,44954
25611994000787,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering  Program in Civil Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,10881
25611994001283,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาตรี,32871
25611998000141,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและคอมพิวเตอร์,Doctor of Engineering Program in Electrical and Computer Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,ปริญญาเอก,160490
25580261101792,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีอุตสาหการ (ต่อเนื่อง),Bachelor of Industrial Technology Program in Industrial Technology (Continuing Program),มหาวิทยาลัยนครพนม,ปริญญาตรี,27000
25620261100096,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต  สาขาวิชาหุ่นยนต์อัจฉริยะ (ต่อเนื่อง),Bachelor of Industrial Technology  Program in Intelligent Robotics (Continuing Program),มหาวิทยาลัยนครพนม,ปริญญาตรี,24000
25551191106145,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการสอนภาษาอังกฤษสำหรับผู้ที่พูดภาษาอื่น (หลักสูตรนานาชาติ),Bachelor of Arts Program in Teaching English to Speakers of Other Languages (International Program),วิทยาลัยทองสุข,ปริญญาตรี,58600
25562691103511,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีแม่พิมพ์ (หลักสูตรต่อเนื่อง),Bachelor of Technology Program in Mold and Die,สถาบันการอาชีวศึกษาภาคกลาง1,ปริญญาตรี,31400
25572691104502,หลักสูตรเทคโนโลยีบัณฑิต  สาขาวิชาเทคโนโลยีอิเล็กทรอนิกส์ (ต่อเนื่อง),Bachelor of Technology Program in Electronics Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคกลาง1,ปริญญาตรี,45000
