CURR_ID,CURR_NAME,CURR_NAME_EN,UNIV_NAME_TH,LEV_NAME_TH,COST_PER_YEAR
25551471104425,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจดิจิทัล,Bachelor of Business Administration Program in Digital Business,มหาวิทยาลัยราชภัฏนครปฐม,ปริญญาตรี,22800
25510131100629,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาพลังงานทดแทน,Bachelor of Engineering Program in Renewable Energy,มหาวิทยาลัยแม่โจ้,ปริญญาตรี,150000
25610131100264,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการอนุรักษ์พลังงาน (ต่อเนื่อง),Bachelor of Engineering Program in Energy Conservation Engineering (Continuing Program),มหาวิทยาลัยแม่โจ้,ปริญญาตรี,31115
25570131103113,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมพลังงานทดแทน,Master of Engineering Program in Renewable Energy Engineering,มหาวิทยาลัยแม่โจ้,ปริญญาโท,52000
25470091103387,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาการการประเมิน,Master of Science Program in Evaluation Methodology,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาโท,60000
25510131107346,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,มหาวิทยาลัยแม่โจ้,ปริญญาตรี,25628
25510131107346,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,ฺBachelor of Public Administration Program in Public Administration,มหาวิทยาลัยแม่โจ้,ปริญญาตรี,36041
25470131103887,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาบริหารศาสตร์,Doctor of Philosophy Program in Administrative Science,มหาวิทยาลัยแม่โจ้,ปริญญาเอก,157313
25480131102988,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชารัฐศาสตร์,Bachelor of Political Science Program in Political Science,มหาวิทยาลัยแม่โจ้,ปริญญาตรี,39076
25480091109069,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการจัดการภาคบริการและการท่องเที่ยวอย่างยั่งยืน  (หลักสูตรนานาชาติ),Bachelor of Arts Program in Sustainable Hospitality and Tourism Management (International Program),มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,120000
25620091100225,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชานวัตกรรมอาหารและธุรกิจ,Bachelor of Science Program in Food Innovation and Business,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,50000
25551541100158,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการผลิตและการจัดการ,Bachelor of Engineering Program in Production Engineering and Management,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,21761
25501541100186,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการผลิต,Bachelor of Technology Program in Production Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,33714
25501541100748,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาออกแบบผลิตภัณฑ์อุตสาหกรรม,Bachelor of Technology Program in Industrial Design,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,71208
25551541100125,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการงานอาชีพและเทคโนโลยี (5 ปี),Bachelor of Education Program in Occupation and  Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,49080
25501541100186,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีอุตสาหกรรม,Bachelor of Technology Program in Industrial Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,37380
25631544004209,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีคอมพิวเตอร์,Bachelor of Technology  Program in Computer Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,53501
25501541100186,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการผลิต,Bachelor of Technology Program in Production Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,33714
25551541100125,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการงานอาชีพและเทคโนโลยี (4 ปี),Bachelor of Education Program in Occupation and  Technology,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,96800
25641694001171,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,มหาวิทยาลัยราชภัฏอุดรธานี,ปริญญาตรี,14000
25481691101395,หลักสูตรนิติศาสตรบัณฑิต,Bachelor of Laws Program,มหาวิทยาลัยราชภัฏอุดรธานี,ปริญญาตรี,12000
25481691101338,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทยเพื่อการสื่อสาร,Bachelor of Arts Program in Thai for Communication,มหาวิทยาลัยราชภัฏอุดรธานี,ปริญญาตรี,14000
25491711108025,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชานาฏศิลป์และการละคร,Bachelor of Fine and Applied Arts Program in Classical Dance and Drama,มหาวิทยาลัยราชภัฏอุบลราชธานี,ปริญญาตรี,51398
25610151100047,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมยานยนต์และพลังงาน,Doctor of Engineering Program in Automotive and Energy Engineering Technology,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,ปริญญาเอก,300992
25611511100067,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจโรงแรม,Bachelor of Business Administration Program in Hotel Business Management,มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา,ปริญญาตรี,33962
25650024002201,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกลเรือ,Bachelor of Engineering Program in Marine Engineering,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,51460
25490021103549,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การเดินเรือ,Bachelor of Science Program in Nautical Science,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,60320
25500081106056,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการศึกษาตลอดชีวิต,Bachelor of Arts Program in Lifelong Education,มหาวิทยาลัยศิลปากร,ปริญญาตรี,30000
25460201100868,หลักสูตรนิเทศศาสตรบัณฑิต,Bachelor of Communication Arts Program,มหาวิทยาลัยนเรศวร,ปริญญาตรี,30000
25540201100237,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการสื่อสาร,Doctor of Philosophy Programe in Communication,มหาวิทยาลัยนเรศวร,ปริญญาเอก,458250
25410201100378,หลักสูตรเศรษฐศาสตรบัณฑิต,Bachelor of Economics Program,มหาวิทยาลัยนเรศวร,ปริญญาตรี,30000
25500201103528,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงิน,Bachelor of Business Administration Program in Finance,มหาวิทยาลัยนเรศวร,ปริญญาตรี,30000
25540201100237,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการสื่อสาร,Doctor of Philosophy Program in Communication,มหาวิทยาลัยนเรศวร,ปริญญาเอก,90000
25500121107524,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการจัดการสิ่งแวดล้อม,Master of Science Program in Environmental Management,สถาบันบัณฑิตพัฒนบริหารศาสตร์,ปริญญาโท,44100
25460201100879,หลักสูตรรัฐศาสตรบัณฑิต,Bachelor of Political Science Program,มหาวิทยาลัยนเรศวร,ปริญญาตรี,26396
25560201104515,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาเอเชียตะวันออกเฉียงใต้ศึกษา,Doctor of Philosophy Program in Southeast Asian Studies,มหาวิทยาลัยนเรศวร,ปริญญาเอก,308434
25440201101136,หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาพัฒนาสังคม,Master of Arts Program in Social Development,มหาวิทยาลัยนเรศวร,ปริญญาโท,106993
25510261104202,หลักสูตรวิทยาศาสตรบัณฑิต  สาขาวิชาเทคโนโลยีสารสนเทศและนวัตกรรมคอมพิวเตอร์,Bachelor of Science Program in Information Technology and Computer Innovation,มหาวิทยาลัยนครพนม,ปริญญาตรี,16500
25600261100056,หลักสูตรบริหารธุรกิจบัณฑิต  สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่,:  Bachelor of Business Administration Program in Modern Trade Business Management,มหาวิทยาลัยนครพนม,ปริญญาตรี,30474
25510261104189,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ,Bachelor of Business Administration Program in Management,มหาวิทยาลัยนครพนม,ปริญญาตรี,8760
25520261101514,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการกีฬา,Bachelor of Business Administration Program in Sport Management,มหาวิทยาลัยนครพนม,ปริญญาตรี,11300
25540261101933,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ,Bachelor of Business Administration Program in Business Computer,มหาวิทยาลัยนครพนม,ปริญญาตรี,14726
25520261101503,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชานิเทศศาสตร์ดิจิทัล,Bachelor of Communication Arts Program in  Digital Communication Arts,มหาวิทยาลัยนครพนม,ปริญญาตรี,11300
25510261104202,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,Bachelor of Science Program in Information Technology,มหาวิทยาลัยนครพนม,ปริญญาตรี,29998
25501561110977,หลักสูตรรัฐศาสตรบัณฑิต  สาขาวิชารัฐศาสตร์,Bachelor of Political Science Program in Political Science,มหาวิทยาลัยราชภัฏมหาสารคาม,ปริญญาตรี,17000
25471561103458,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,มหาวิทยาลัยราชภัฏมหาสารคาม,ปริญญาตรี,17000
25561561105056,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการภาครัฐและภาคเอกชน,Doctor of Philosophy Program in Public and Private Management,มหาวิทยาลัยราชภัฏมหาสารคาม,ปริญญาเอก,210000
25460741100543,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการเป็นผู้ประกอบการทางดนตรี  (หลักสูตรนานาชาติ),Bachelor of Arts Program in Music Entrepreneurship (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,76690
25460741100543,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการเป็นผู้ประกอบการทางดนตรี  (หลักสูตรนานาชาติ),Bachelor of Arts Program in Music Entrepreneurship (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,76690
25440021100697,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาจิตวิทยาชุมชน,Master of Science Program in Community Psychology,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,25000
25230021100075,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชารัฐศาสตร์,Bachelor of Arts Program in Political Science,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,33458
25350021100348,หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชารัฐศาสตร์,Master of Arts Program in Political Science,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,10175
25520021106895,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาจิตวิทยาอุตสาหกรรมและองค์การ,Master of Science Program in Industrial and Organizational Psychology,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,33875
25450021100349,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจิตวิทยา,Bachelor of Science Program in Psychology,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,45306
25500021109389,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาประวัติศาสตร์,Bachelor of Arts Program in History,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,27250
25500021104147,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาเอเชียตะวันออกเฉียงใต้ศึกษา,Bachelor of Arts Program in Southeast Asian Studies,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,31500
25230021100075,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชารัฐศาสตร์,Bachelor of Arts Program in Political Science,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,33458
25511851101598,หลักสูตรพุทธศาสตรมหาบัณฑิต สาขาวิชาการจัดการเชิงพุทธ,Master of Arts Program in Buddhist Management,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาโท,22500
25501851100359,หลักสูตรพุทธศาสตรบัณฑิต สาขาวิชาการจัดการเชิงพุทธ,Bachelor of Arts Program in Buddhist Management,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาตรี,19000
25501851104005,หลักสูตรรัฐประศาสนศาสตรบัณฑิต,Bachelor of Public Administration Program,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาตรี,13400
25501851103724,หลักสูตรรัฐศาสตรบัณฑิต,Bachelor of Political Science Program,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาตรี,13400
25611851600035,หลักสูตรรัฐศาสตรมหาบัณฑิต,Master of Political Science Program,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาโท,60000
25611851600068,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชารัฐศาสตร์,Doctor of Philosophy Program in Political Science,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปริญญาเอก,150000
25620026001581,หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชานวัตกรรมการศึกษา,Master of Education Program in Educational Innovation,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาโท,15000
25640028002801,หลักสูตรศึกษาศาสตรดุษฎีบัณฑิต สาขาวิชาพลศึกษา,Doctor of Education Program in Physical Education,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,51750
25500021104068,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาการจัดการเรียนรู้ (4 ปี),Bachelor of Education Program in Learning Management,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาตรี,10000
25500021109301,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการพัฒนาทรัพยากรมนุษย์และชุมชน,Doctor of Philosophy Program in Human and Community Resource Development,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,37000
25380061100774,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาพิษวิทยาและโภชนาการเพื่ออาหารปลอดภัย,Master of Science Program in Toxicology and Nutrition for Food Safety,มหาวิทยาลัยมหิดล,ปริญญาโท,73440
25501761111723,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการบริหารการศึกษา,Doctor of Philosophy Program in Educational Administration,มหาวิทยาลัยราชภัฏบุรีรัมย์,ปริญญาเอก,150000
25511761104783,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย (5 ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยราชภัฏบุรีรัมย์,ปริญญาตรี,25000
25551271105391,หลักสูตรการแพทย์แผนไทยบัณฑิต,Bachelor of Thai Traditional Medicine Program,มหาวิทยาลัยปทุมธานี,ปริญญาตรี,67500
25631276002424,หลักสูตรการแพทย์แผนไทยมหาบัณฑิต,Master of Thai Traditional Medicine Program,มหาวิทยาลัยปทุมธานี,ปริญญาโท,75000
25642854002711,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีเมคคาทรอนิกส์และหุ่นยนต์  (ต่อเนื่อง),Bachelor of Technology Program in Mechatronics and Robotic Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคเหนือ3,ปริญญาตรี,17700
25350741100135,หลักสูตรนิติศาสตรบัณฑิต,ฺBachelor of Laws Program,มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,74267
25610561100069,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการการท่องเที่ยว (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Tourism Management (International Program),มหาวิทยาลัยหอการค้าไทย,ปริญญาตรี,74000
25510561103665,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการการโรงแรม,Bachelor of Business Administration Program in Hotel Management,มหาวิทยาลัยหอการค้าไทย,ปริญญาตรี,73462
25540151103426,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีแมคคาทรอนิกส์ (ต่อเนื่อง),Bachelor of Industrial Technology Program in Mechatronics Technology (Continuing Program),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,ปริญญาตรี,50000
25520151104515,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมยานยนต์,Bachelor of Engineering Program in Automotive Engineering Technology,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,ปริญญาตรี,50000
25611324000456,หลักสูตรรัฐศาสตรบัณฑิต,Bachelor of Political Science Program,สถาบันรัชต์ภาคย์,ปริญญาตรี,40000
25520041104377,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการระหว่างประเทศ,Bachelor of Political Science Program in International Affairs,มหาวิทยาลัยเชียงใหม่,ปริญญาตรี,85700
25481321100753,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,สถาบันรัชต์ภาคย์,ปริญญาตรี,40000
25550041105552,หลักสูตรรัฐศาสตรมหาบัณฑิต สาขาวิชาการเมืองและการปกครอง,Master of Political  Science Program in Politics and Government,มหาวิทยาลัยเชียงใหม่,ปริญญาโท,19870
25550041105552,หลักสูตรรัฐศาสตรมหาบัณฑิต สาขาวิชาการเมืองและการปกครอง,Master of Political  Science Program in Politics and Government,มหาวิทยาลัยเชียงใหม่,ปริญญาโท,19870
25550041105552,หลักสูตรรัฐศาสตรมหาบัณฑิต สาขาวิชาการเมืองและการปกครอง,Master of Political  Science Program in Politics and Government,มหาวิทยาลัยเชียงใหม่,ปริญญาโท,19870
25481321100753,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,สถาบันรัชต์ภาคย์,ปริญญาตรี,40000
25450041101038,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการเมืองและการปกครอง,Bachelor of Political Science Program in Politics and Government,มหาวิทยาลัยเชียงใหม่,ปริญญาตรี,84374
25560201104504,หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาเอเชียตะวันออกเฉียงใต้ศึกษา,Master of Arts Program in Southeast Asian Studies,มหาวิทยาลัยนเรศวร,ปริญญาโท,78015
25570201103921,หลักสูตรรัฐศาสตรมหาบัณฑิต,Master of Political Science Program,มหาวิทยาลัยนเรศวร,ปริญญาโท,35000
25450201102735,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาพลังงานทดแทน,Doctor of Philosophy Program in Renewable Energy,มหาวิทยาลัยนเรศวร,ปริญญาเอก,172800
25601611100038,หลักสูตรบริหารธุรกิจบัณฑิต  สาขาวิชาการจัดการธุรกิจค้าปลีก,Bachelor of Business Administration Program in Retail Business Management,มหาวิทยาลัยราชภัฏลำปาง,ปริญญาตรี,15000
25521541106117,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ,Bachelor of Business Administration Program in Business Computer,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,26919
25431541100482,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและการโรงแรม,Bachelor of Arts Program in Tourism and Hotel,มหาวิทยาลัยราชภัฏเพชรบูรณ์,ปริญญาตรี,66648
25500211107355,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชานวัตกรรมการออกแบบ,Bachelor of Fine and Applied Arts Program in Design Innovation,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,36000
25540211104942,หลักสูตรสถาปัตยกรรมศาสตรมหาบัณฑิต สาขาวิชาการวางผังเมืองและชุมชนอัจฉริยะ,Master of Architecture Program in Smart Urban and Community Planning,มหาวิทยาลัยมหาสารคาม,ปริญญาโท,60000
25540211104942,หลักสูตรสถาปัตยกรรมศาสตรมหาบัณฑิต สาขาวิชาการวางผังเมืองและชุมชนอัจฉริยะ,Master of Architecture Program in Smart Urban and Community Planning,มหาวิทยาลัยมหาสารคาม,ปริญญาโท,60000
25480211106554,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,Bachelor of Architecture Program in Urban Architecture,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,36000
25500211107434,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,Bachelor of Architecture Program in Interior Architecture,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,36000
25500211107423,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต,Bachelor of Architecture Program,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,36000
25540211104942,หลักสูตรสถาปัตยกรรมศาสตรมหาบัณฑิต  สาขาวิชาการวางผังชุมชนเมืองและสภาพแวดล้อม,Master of Architecture Program in Urban and Environmental Planning,มหาวิทยาลัยมหาสารคาม,ปริญญาโท,138000
25500211107355,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชานฤมิตศิลป์,Bachelor of Fine and Applied Arts Program in Creative Arts,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,11412
25480211106554,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,Bachelor of Architecture Program in Urban Architecture,มหาวิทยาลัยมหาสารคาม,ปริญญาตรี,26800
25581921102933,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมการผลิต,Master of Engineering Program in Manufacturing Engineering,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,ปริญญาโท,81933
25510141104761,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมระบบควบคุมและเครื่องมือวัด,Bachelor of Engineering Program in Control Systems and Instrumentation Engineering,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาตรี,88064
25481821102852,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,วิทยาลัยเชียงราย,ปริญญาตรี,65850
25480181108924,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Master of Engineering Program in Industrial Engineering,มหาวิทยาลัยอุบลราชธานี,ปริญญาโท,37100
25430141101814,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),Doctor of Engineering Program in Mechanical Engineering (International Program),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาเอก,462730
25480141109829,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล  (หลักสูตรนานาชาติ),Master of Engineering Program in Mechanical Engineering (International Program),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาโท,175377
25570191100056,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,มหาวิทยาลัยบูรพา,ปริญญาตรี,58000
25480041103326,หลักสูตรรัฐประศาสนศาสตรบัณฑิต,Bachelor of Public Administration Program,มหาวิทยาลัยเชียงใหม่,ปริญญาตรี,76740
25491881101777,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,วิทยาลัยนครราชสีมา,ปริญญาตรี,26000
25491881101777,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Bachelor of Public Administration Program in Public Administration,วิทยาลัยนครราชสีมา,ปริญญาตรี,26000
25551961101382,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy Program,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,ปริญญาตรี,30000
25651964000981,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการโลจิสติกส์และซัพพลายเชน,Bachelor of Business Administration Program in Logistics and Supply Chain Management,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,ปริญญาตรี,30000
25541651101871,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาเลขานุการทางการแพทย์,Bachelor of Business Administration Program in Medical Secretary,มหาวิทยาลัยสวนดุสิต,ปริญญาตรี,92788
25481651100491,หลักสูตรนิเทศศาสตรบัณฑิต  สาขาวิชานิเทศศาสตร์,Bachelor of Communication Arts Program in Communication Arts,มหาวิทยาลัยสวนดุสิต,ปริญญาตรี,95642
25621651100024,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชานิเทศศาสตร์นวัตกรรมและผู้ประกอบการธุรกิจ,Bachelor of Communication Arts Program in Innovative Communication Arts and Entrepreneurs,มหาวิทยาลัยสวนดุสิต,ปริญญาตรี,108090
25611651100022,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์การวิเคราะห์และการประเมินสมัยใหม่,Bachelor of Economics Program in Economics of Modern Analysis and Evaluation,มหาวิทยาลัยสวนดุสิต,ปริญญาตรี,92803
25631651100651,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจระหว่างประเทศ ธุรกิจจีน-อาเซียน,Bachelor of Business Administration Program in lnternational Business China-ASEAN Business,มหาวิทยาลัยสวนดุสิต,ปริญญาตรี,40944
25500101104675,หลักสูตรบริหารธุรกิจบัณฑิต,Bachelor of Business Administration Program,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,24118
25531671104223,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาดสมัยใหม่,Bachelor of Business Administration Program in Modern Marketing,มหาวิทยาลัยราชภัฏสุรินทร์,ปริญญาตรี,28383
25510101105137,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการและความเป็นผู้ประกอบการ (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Management and Entrepreneurship (International Program),มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,97000
25500101104686,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy Program,มหาวิทยาลัยสงขลานครินทร์,ปริญญาตรี,22202
25530101105141,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Doctor of Philosophy Program in Environmental Engineering,มหาวิทยาลัยสงขลานครินทร์,ปริญญาเอก,273750
25500101111471,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Master of Engineering Program in Environmental Engineering,มหาวิทยาลัยสงขลานครินทร์,ปริญญาโท,77958
